retailer_id,retailer_name,retailer_type,district,tier,years_active
13205,Anparasi Pharmacy and Multishop,standalone,Mullaitivu,C,1
1870,Sathyam's Pharmacy,standalone,Nuwara Eliya,B,31
2580,Chaminda Pharmacy,standalone,Nuwara Eliya,B,27
8636,MAS Pharmacy & Grocery,standalone,Nuwara Eliya,C,14
11248,Medshine Pharmacy,standalone,Nuwara Eliya,C,6
4678,New pharmacy,standalone,Polonnaruwa,B,24
7286,Royal Pharmacy,standalone,Polonnaruwa,C,15
8790,Akurassa Pharmacy- Minneriya,standalone,Polonnaruwa,C,11
2184,Hanyu Pharmacy,standalone,Puttalam,B,29
2994,W Mendis Chemists,standalone,Puttalam,B,27
5291,The British Stores,standalone,Puttalam,C,20
5986,Prasanna Pharmacy,standalone,Puttalam,C,19
6048,Premarathna Channel Center Pharmacy,standalone,Puttalam,C,18
6237,Selani Medicals,standalone,Puttalam,C,18
6300,Thilini Pharmacy & Healthcare,standalone,Puttalam,C,20
7027,New Central Pharmacy,standalone,Puttalam,C,16
7970,Cargills Food City Pharmacy- Dankotuwa,chain_outlet,Puttalam,A,14
9520,Medicare Pharmacy,standalone,Puttalam,C,10
11884,Pulichakulem Pharmacy and Grocery,standalone,Puttalam,C,5
13215,H R Pharmacy,standalone,Puttalam,C,1
2195,New Senara Pharmacy,standalone,Ratnapura,B,30
6198,Garnet Trading co (Pvt) Ltd,standalone,Ratnapura,C,20
6452,Madusanka Pharmacy,standalone,Ratnapura,C,19
6685,Buddika Pharmacy,standalone,Ratnapura,C,19
6936,Arogya Pharmacy,standalone,Ratnapura,C,17
7186,City Chemist,standalone,Ratnapura,C,17
7562,Himayas Pharmacy,standalone,Ratnapura,C,14
8585,Oshadha pharmacy and Grocery,standalone,Ratnapura,C,12
9007,Gamage Pharmacy,standalone,Ratnapura,C,13
9913,Ruwanpura stores pharmacy,standalone,Ratnapura,C,9
10490,Sunseth Pharmacy,standalone,Ratnapura,C,8
10922,Pubudu Pharmacy,standalone,Ratnapura,C,6
11064,Wellness Care Pharmacy,standalone,Ratnapura,C,5
11850,New Lanka Pharmacy,standalone,Ratnapura,C,4
11896,Suhada Pharmacy,standalone,Ratnapura,C,4
12990,Uniprixx,standalone,Ratnapura,C,1
5444,Asian Pharmacy,standalone,Trincomalee,C,20
6251,Raajaluxmy Pharmacy,standalone,Trincomalee,C,19
12363,Siranjeevi Medicals,standalone,Trincomalee,C,3
11492,D M I Pharmacy,standalone,Vavuniya,C,5
