date,district,week_of_year,dengue_index,respiratory_index,rainfall_index
2025-12-01,Colombo,49,33.5,41.4,59.2
2025-12-08,Colombo,50,25.6,42.9,48.9
2025-12-15,Colombo,51,28.4,51.0,47.5
2025-12-22,Colombo,52,34.5,45.7,55.6
2024-01-01,Galle,1,29.0,44.6,46.1
2024-01-08,Galle,2,23.2,47.1,51.4
2024-01-15,Galle,3,23.5,44.5,41.8
2024-01-22,Galle,4,22.9,39.6,38.5
2024-01-29,Galle,5,21.4,48.3,40.6
2024-02-05,Galle,6,18.2,35.9,43.7
2024-02-12,Galle,7,26.1,44.8,38.4
2024-02-19,Galle,8,16.8,37.4,51.6
2024-02-26,Galle,9,10.5,30.5,57.3
2024-03-04,Galle,10,20.3,42.6,34.1
2024-03-11,Galle,11,21.4,34.5,50.3
2024-03-18,Galle,12,15.0,30.1,47.8
2024-03-25,Galle,13,22.2,29.4,53.4
2024-04-01,Galle,14,19.1,14.7,49.9
2024-04-08,Galle,15,15.7,19.0,35.5
2024-04-15,Galle,16,15.5,20.5,37.4
2024-04-22,Galle,17,15.9,25.5,50.3
2024-04-29,Galle,18,8.8,5.9,90.3
2024-05-06,Galle,19,16.3,4.6,57.9
2024-05-13,Galle,20,35.9,0.0,83.5
2024-05-20,Galle,21,26.8,7.0,91.9
2024-05-27,Galle,22,30.3,0.0,78.5
2024-06-03,Galle,23,48.9,0.0,85.5
2024-06-10,Galle,24,42.0,0.0,73.0
2024-06-17,Galle,25,57.4,0.0,78.8
2024-06-24,Galle,26,48.5,0.0,63.8
2024-07-01,Galle,27,56.2,0.0,56.6
2024-07-08,Galle,28,60.6,0.0,89.4
2024-07-15,Galle,29,61.0,0.0,70.2
2024-07-22,Galle,30,58.9,4.9,75.4
2024-07-29,Galle,31,60.5,0.0,66.1
2024-08-05,Galle,32,44.9,0.0,65.9
2024-08-12,Galle,33,42.2,0.0,78.3
2024-08-19,Galle,34,34.4,2.4,72.7
2024-08-26,Galle,35,30.2,0.0,83.8
2024-09-02,Galle,36,19.5,10.3,84.5
2024-09-09,Galle,37,11.0,7.7,83.2
2024-09-16,Galle,38,8.5,12.2,82.4
2024-09-23,Galle,39,5.9,20.0,95.8
2024-09-30,Galle,40,7.7,14.5,59.3
2024-10-07,Galle,41,11.0,18.7,69.5
2024-10-14,Galle,42,0.0,25.4,81.3
2024-10-21,Galle,43,0.0,30.9,82.6
2024-10-28,Galle,44,3.1,30.2,55.8
2024-11-04,Galle,45,8.9,31.3,66.9
2024-11-11,Galle,46,17.4,37.2,83.6
2024-11-18,Galle,47,31.2,48.8,75.1
2024-11-25,Galle,48,26.9,40.1,72.0
2024-12-02,Galle,49,23.5,41.1,47.8
2024-12-09,Galle,50,25.8,41.2,46.2
2024-12-16,Galle,51,16.0,45.6,52.9
2024-12-23,Galle,52,14.6,51.9,47.5
2024-12-30,Galle,1,18.4,61.6,49.6
2025-01-06,Galle,2,19.5,47.6,50.8
2025-01-13,Galle,3,15.1,56.3,43.2
2025-01-20,Galle,4,30.0,46.6,55.3
2025-01-27,Galle,5,12.9,41.3,79.1
2025-02-03,Galle,6,17.9,53.1,32.2
2025-02-10,Galle,7,36.6,41.2,53.2
2025-02-17,Galle,8,3.0,35.3,42.4
2025-02-24,Galle,9,28.1,41.9,55.8
2025-03-03,Galle,10,27.4,26.1,50.5
2025-03-10,Galle,11,26.5,35.3,57.6
2025-03-17,Galle,12,13.2,26.7,61.8
2025-03-24,Galle,13,26.9,23.7,51.9
2025-03-31,Galle,14,15.4,19.2,61.3
2025-04-07,Galle,15,21.6,22.3,26.6
2025-04-14,Galle,16,23.0,11.9,65.9
2025-04-21,Galle,17,15.7,15.3,53.8
2025-04-28,Galle,18,25.9,2.7,90.8
2025-05-05,Galle,19,24.7,0.0,67.8
2025-05-12,Galle,20,38.1,2.7,71.7
2025-05-19,Galle,21,28.6,3.9,81.5
2025-05-26,Galle,22,17.8,0.0,79.8
2025-06-02,Galle,23,41.3,0.0,82.8
2025-06-09,Galle,24,46.9,0.0,90.8
2025-06-16,Galle,25,56.7,1.0,62.3
2025-06-23,Galle,26,62.8,0.0,89.7
2025-06-30,Galle,27,42.1,0.0,80.1
2025-07-07,Galle,28,72.0,0.0,78.0
2025-07-14,Galle,29,56.5,0.0,65.3
2025-07-21,Galle,30,64.6,1.7,85.0
2025-07-28,Galle,31,47.0,0.0,55.9
2025-08-04,Galle,32,57.9,0.0,86.5
2025-08-11,Galle,33,32.0,3.6,65.1
2025-08-18,Galle,34,44.6,1.8,80.5
2025-08-25,Galle,35,28.8,2.7,78.8
2025-09-01,Galle,36,33.8,0.1,91.7
2025-09-08,Galle,37,14.2,9.5,78.2
2025-09-15,Galle,38,20.9,5.6,73.1
2025-09-22,Galle,39,0.0,5.6,74.9
2025-09-29,Galle,40,2.1,12.0,82.7
2025-10-06,Galle,41,0.0,25.0,75.4
2025-10-13,Galle,42,0.0,27.2,66.1
2025-10-20,Galle,43,0.8,32.1,67.6
2025-10-27,Galle,44,6.0,30.0,54.3
2025-11-03,Galle,45,7.4,38.3,73.9
2025-11-10,Galle,46,12.7,31.7,52.4
2025-11-17,Galle,47,26.9,31.7,77.5
2025-11-24,Galle,48,32.2,45.0,71.3
2025-12-01,Galle,49,33.0,41.8,73.9
2025-12-08,Galle,50,28.1,50.9,39.0
2025-12-15,Galle,51,27.9,48.1,49.0
2025-12-22,Galle,52,24.9,41.8,68.0
2024-01-01,Gampaha,1,16.8,49.5,43.8
2024-01-08,Gampaha,2,37.6,51.5,38.1
2024-01-15,Gampaha,3,29.2,45.6,39.4
2024-01-22,Gampaha,4,26.6,47.4,31.7
2024-01-29,Gampaha,5,22.1,42.1,57.3
2024-02-05,Gampaha,6,25.7,36.5,68.1
2024-02-12,Gampaha,7,27.4,32.3,64.3
2024-02-19,Gampaha,8,37.8,44.2,33.7
2024-02-26,Gampaha,9,35.7,40.4,57.2
2024-03-04,Gampaha,10,25.6,33.9,64.2
2024-03-11,Gampaha,11,34.0,31.6,45.4
2024-03-18,Gampaha,12,31.1,39.4,51.0
2024-03-25,Gampaha,13,25.9,25.2,29.9
2024-04-01,Gampaha,14,32.9,23.4,52.7
2024-04-08,Gampaha,15,15.5,26.7,39.4
2024-04-15,Gampaha,16,30.2,10.7,52.0
2024-04-22,Gampaha,17,34.0,19.1,34.4
2024-04-29,Gampaha,18,23.0,14.5,85.4
2024-05-06,Gampaha,19,29.3,2.2,90.2
2024-05-13,Gampaha,20,50.2,3.4,72.2
2024-05-20,Gampaha,21,41.9,0.0,68.6
2024-05-27,Gampaha,22,40.2,3.0,58.4
2024-06-03,Gampaha,23,42.8,0.0,77.3
2024-06-10,Gampaha,24,47.2,0.0,74.2
2024-06-17,Gampaha,25,50.1,0.0,64.5
2024-06-24,Gampaha,26,65.3,0.0,84.5
2024-07-01,Gampaha,27,63.6,0.0,75.5
2024-07-08,Gampaha,28,78.0,0.0,69.2
2024-07-15,Gampaha,29,71.4,0.0,74.5
2024-07-22,Gampaha,30,64.5,0.0,90.7
2024-07-29,Gampaha,31,59.3,0.0,86.0
2024-08-05,Gampaha,32,56.1,0.0,78.7
2024-08-12,Gampaha,33,60.3,1.7,86.2
2024-08-19,Gampaha,34,57.3,0.0,68.4
2024-08-26,Gampaha,35,32.6,0.0,80.3
2024-09-02,Gampaha,36,32.3,8.6,81.5
2024-09-09,Gampaha,37,25.8,4.2,75.3
2024-09-16,Gampaha,38,24.2,5.2,84.4
2024-09-23,Gampaha,39,19.9,30.4,72.2
2024-09-30,Gampaha,40,14.5,21.7,75.1
2024-10-07,Gampaha,41,3.9,12.6,75.5
2024-10-14,Gampaha,42,4.1,24.4,40.8
2024-10-21,Gampaha,43,0.9,35.2,81.9
2024-10-28,Gampaha,44,4.2,37.6,39.5
2024-11-04,Gampaha,45,17.8,33.8,63.8
2024-11-11,Gampaha,46,18.7,34.4,80.3
2024-11-18,Gampaha,47,30.1,37.7,66.8
2024-11-25,Gampaha,48,37.0,35.2,55.3
2024-12-02,Gampaha,49,23.2,45.0,39.1
2024-12-09,Gampaha,50,31.9,37.9,60.3
2024-12-16,Gampaha,51,26.5,49.9,30.8
2024-12-23,Gampaha,52,20.2,41.0,61.3
2024-12-30,Gampaha,1,26.7,49.5,49.4
2025-01-06,Gampaha,2,26.5,49.9,38.1
2025-01-13,Gampaha,3,36.0,51.5,44.2
2025-01-20,Gampaha,4,25.9,45.1,39.8
2025-01-27,Gampaha,5,24.5,45.7,58.7
2025-02-03,Gampaha,6,28.1,45.1,57.3
2025-02-10,Gampaha,7,33.4,47.9,32.8
2025-02-17,Gampaha,8,32.8,43.6,46.0
2025-02-24,Gampaha,9,30.1,34.0,41.4
2025-03-03,Gampaha,10,18.0,39.9,62.9
2025-03-10,Gampaha,11,29.0,24.8,36.5
2025-03-17,Gampaha,12,29.6,29.9,66.0
2025-03-24,Gampaha,13,24.3,23.0,49.7
2025-03-31,Gampaha,14,43.2,19.0,38.4
2025-04-07,Gampaha,15,25.1,21.6,43.2
2025-04-14,Gampaha,16,28.9,20.2,42.0
2025-04-21,Gampaha,17,33.4,16.5,37.3
2025-04-28,Gampaha,18,30.5,5.0,80.9
2025-05-05,Gampaha,19,26.6,6.2,67.7
2025-05-12,Gampaha,20,40.6,8.6,58.2
2025-05-19,Gampaha,21,38.6,0.1,76.2
2025-05-26,Gampaha,22,27.6,0.5,62.0
2025-06-02,Gampaha,23,44.9,0.0,72.5
2025-06-09,Gampaha,24,60.8,0.0,70.9
2025-06-16,Gampaha,25,59.2,0.4,71.3
2025-06-23,Gampaha,26,61.5,1.9,100.0
2025-06-30,Gampaha,27,62.2,0.0,80.6
2025-07-07,Gampaha,28,70.0,0.0,82.5
2025-07-14,Gampaha,29,70.5,0.6,62.2
2025-07-21,Gampaha,30,69.7,1.9,73.5
2025-07-28,Gampaha,31,57.8,0.0,82.2
2025-08-04,Gampaha,32,73.2,0.9,69.8
2025-08-11,Gampaha,33,49.3,0.0,89.1
2025-08-18,Gampaha,34,37.5,7.9,68.0
2025-08-25,Gampaha,35,39.5,4.9,77.1
2025-09-01,Gampaha,36,27.8,10.9,74.1
2025-09-08,Gampaha,37,19.1,3.5,81.6
2025-09-15,Gampaha,38,18.7,16.0,73.6
2025-09-22,Gampaha,39,16.8,11.3,77.3
2025-09-29,Gampaha,40,13.1,16.1,67.6
2025-10-06,Gampaha,41,5.3,18.9,62.7
2025-10-13,Gampaha,42,13.3,27.9,74.9
2025-10-20,Gampaha,43,9.4,34.2,72.4
2025-10-27,Gampaha,44,29.7,22.7,69.1
2025-11-03,Gampaha,45,12.4,31.3,65.7
2025-11-10,Gampaha,46,16.7,29.5,78.0
2025-11-17,Gampaha,47,25.7,32.5,67.6
2025-11-24,Gampaha,48,40.4,40.8,66.9
2025-12-01,Gampaha,49,38.2,47.0,51.0
2025-12-08,Gampaha,50,38.7,41.5,67.0
2025-12-15,Gampaha,51,43.0,50.0,36.6
2025-12-22,Gampaha,52,23.9,41.2,57.7
2024-01-01,Hambantota,1,29.6,39.2,52.6
2024-01-08,Hambantota,2,26.5,50.0,70.2
2024-01-15,Hambantota,3,31.0,41.8,68.8
2024-01-22,Hambantota,4,36.0,48.2,65.3
2024-01-29,Hambantota,5,44.1,34.9,90.1
2024-02-05,Hambantota,6,24.5,37.7,75.5
2024-02-12,Hambantota,7,32.1,32.7,77.3
2024-02-19,Hambantota,8,14.1,35.3,60.7
2024-02-26,Hambantota,9,33.4,39.9,12.0
2024-03-04,Hambantota,10,37.8,38.3,22.4
2024-03-11,Hambantota,11,19.3,36.6,23.7
2024-03-18,Hambantota,12,19.7,36.9,3.4
2024-03-25,Hambantota,13,23.3,30.3,20.2
2024-04-01,Hambantota,14,12.0,28.5,22.1
2024-04-08,Hambantota,15,12.3,26.0,19.8
2024-04-15,Hambantota,16,28.0,20.6,13.9
2024-04-22,Hambantota,17,16.5,24.9,16.6
2024-04-29,Hambantota,18,19.0,16.0,16.2
2024-05-06,Hambantota,19,0.0,15.5,18.9
2024-05-13,Hambantota,20,0.0,17.2,24.0
2024-05-20,Hambantota,21,14.7,12.0,28.8
2024-05-27,Hambantota,22,9.8,0.0,15.1
2024-06-03,Hambantota,23,25.4,5.7,13.4
2024-06-10,Hambantota,24,23.5,3.7,22.4
2024-06-17,Hambantota,25,48.5,6.3,24.1
2024-06-24,Hambantota,26,45.7,7.3,13.7
2024-07-01,Hambantota,27,52.2,0.2,25.9
2024-07-08,Hambantota,28,29.6,0.1,27.8
2024-07-15,Hambantota,29,50.4,0.0,30.9
2024-07-22,Hambantota,30,43.3,0.0,35.8
2024-07-29,Hambantota,31,51.0,10.2,9.3
2024-08-05,Hambantota,32,42.5,9.8,18.1
2024-08-12,Hambantota,33,24.5,9.6,18.1
2024-08-19,Hambantota,34,13.5,0.0,17.0
2024-08-26,Hambantota,35,14.3,15.7,11.5
2024-09-02,Hambantota,36,13.2,25.8,3.1
2024-09-09,Hambantota,37,6.9,13.3,18.9
2024-09-16,Hambantota,38,0.0,24.9,10.3
2024-09-23,Hambantota,39,4.2,31.6,18.9
2024-09-30,Hambantota,40,0.0,21.7,42.1
2024-10-07,Hambantota,41,0.0,31.1,39.0
2024-10-14,Hambantota,42,0.0,26.9,52.3
2024-10-21,Hambantota,43,0.0,39.1,51.5
2024-10-28,Hambantota,44,0.0,21.1,55.8
2024-11-04,Hambantota,45,6.6,29.9,71.9
2024-11-11,Hambantota,46,11.1,38.2,52.8
2024-11-18,Hambantota,47,20.7,44.4,54.9
2024-11-25,Hambantota,48,14.6,42.1,39.2
2024-12-02,Hambantota,49,28.6,40.5,57.1
2024-12-09,Hambantota,50,10.1,43.8,85.8
2024-12-16,Hambantota,51,31.9,44.9,60.8
2024-12-23,Hambantota,52,22.0,49.4,59.6
2024-12-30,Hambantota,1,16.3,46.1,69.6
2025-01-06,Hambantota,2,20.6,38.7,69.1
2025-01-13,Hambantota,3,26.2,44.2,61.0
2025-01-20,Hambantota,4,24.9,46.3,67.0
2025-01-27,Hambantota,5,23.6,44.7,82.3
2025-02-03,Hambantota,6,29.8,37.8,61.9
2025-02-10,Hambantota,7,27.5,32.1,56.1
2025-02-17,Hambantota,8,28.3,32.9,79.4
2025-02-24,Hambantota,9,10.6,37.5,26.9
2025-03-03,Hambantota,10,26.4,47.1,15.8
2025-03-10,Hambantota,11,5.9,30.7,6.2
2025-03-17,Hambantota,12,19.4,40.6,14.6
2025-03-24,Hambantota,13,5.4,26.6,21.5
2025-03-31,Hambantota,14,16.1,13.3,33.7
2025-04-07,Hambantota,15,3.3,23.8,11.6
2025-04-14,Hambantota,16,27.4,18.7,21.2
2025-04-21,Hambantota,17,12.1,22.5,28.8
2025-04-28,Hambantota,18,27.0,15.5,0.0
2025-05-05,Hambantota,19,16.5,20.7,28.3
2025-05-12,Hambantota,20,0.0,17.6,6.2
2025-05-19,Hambantota,21,10.4,8.6,21.3
2025-05-26,Hambantota,22,8.4,1.6,20.5
2025-06-02,Hambantota,23,15.7,4.9,28.8
2025-06-09,Hambantota,24,34.1,2.5,23.5
2025-06-16,Hambantota,25,37.0,8.6,0.0
2025-06-23,Hambantota,26,33.9,7.4,10.2
2025-06-30,Hambantota,27,41.0,15.1,19.4
2025-07-07,Hambantota,28,38.6,0.5,16.1
2025-07-14,Hambantota,29,48.2,6.4,22.8
2025-07-21,Hambantota,30,37.7,0.7,25.9
2025-07-28,Hambantota,31,42.8,0.1,24.1
2025-08-04,Hambantota,32,33.2,7.5,15.9
2025-08-11,Hambantota,33,35.1,8.3,0.0
2025-08-18,Hambantota,34,8.9,1.8,13.4
2025-08-25,Hambantota,35,0.4,5.9,22.2
2025-09-01,Hambantota,36,3.9,11.4,7.1
2025-09-08,Hambantota,37,0.0,13.6,24.3
2025-09-15,Hambantota,38,0.0,26.6,27.1
2025-09-22,Hambantota,39,0.0,24.2,19.3
2025-09-29,Hambantota,40,0.0,24.9,19.4
2025-10-06,Hambantota,41,0.0,30.4,37.2
2025-10-13,Hambantota,42,0.0,25.8,68.9
2025-10-20,Hambantota,43,0.0,33.2,44.5
2025-10-27,Hambantota,44,8.6,35.7,30.2
2025-11-03,Hambantota,45,12.4,30.4,62.4
2025-11-10,Hambantota,46,4.4,38.9,50.1
2025-11-17,Hambantota,47,18.9,39.0,61.0
2025-11-24,Hambantota,48,23.7,46.9,52.8
2025-12-01,Hambantota,49,34.6,40.9,74.6
2025-12-08,Hambantota,50,28.7,38.8,73.6
2025-12-15,Hambantota,51,35.0,38.9,77.0
2025-12-22,Hambantota,52,36.6,52.0,92.8
2024-01-01,Jaffna,1,25.4,51.7,68.8
2024-01-08,Jaffna,2,28.1,48.6,48.1
2024-01-15,Jaffna,3,35.7,40.1,64.5
2024-01-22,Jaffna,4,16.5,40.0,82.3
2024-01-29,Jaffna,5,32.3,34.2,75.5
2024-02-05,Jaffna,6,22.7,43.8,72.5
2024-02-12,Jaffna,7,27.0,34.7,80.1
2024-02-19,Jaffna,8,18.6,32.0,74.8
2024-02-26,Jaffna,9,32.0,43.7,34.2
2024-03-04,Jaffna,10,25.8,45.2,31.2
2024-03-11,Jaffna,11,14.2,29.9,37.2
2024-03-18,Jaffna,12,26.6,33.2,25.6
2024-03-25,Jaffna,13,15.8,27.6,31.1
2024-04-01,Jaffna,14,23.8,34.5,18.9
2024-04-08,Jaffna,15,12.4,24.4,16.0
2024-04-15,Jaffna,16,14.2,13.2,39.1
2024-04-22,Jaffna,17,12.5,17.5,24.2
2024-04-29,Jaffna,18,26.6,20.5,26.0
2024-05-06,Jaffna,19,13.3,11.8,19.2
2024-05-13,Jaffna,20,19.8,8.7,12.1
2024-05-20,Jaffna,21,17.3,8.1,18.1
2024-05-27,Jaffna,22,5.8,0.0,32.4
2024-06-03,Jaffna,23,29.3,3.5,23.6
2024-06-10,Jaffna,24,41.5,3.9,0.9
2024-06-17,Jaffna,25,36.7,15.3,15.8
2024-06-24,Jaffna,26,26.6,0.0,35.8
2024-07-01,Jaffna,27,48.5,0.0,15.9
2024-07-08,Jaffna,28,48.4,2.3,0.0
2024-07-15,Jaffna,29,44.2,0.0,36.9
2024-07-22,Jaffna,30,35.0,5.2,24.8
2024-07-29,Jaffna,31,37.7,1.8,17.3
2024-08-05,Jaffna,32,33.2,0.1,14.3
2024-08-12,Jaffna,33,24.6,7.6,28.8
2024-08-19,Jaffna,34,17.1,10.2,12.6
2024-08-26,Jaffna,35,16.5,8.1,29.5
2024-09-02,Jaffna,36,8.7,22.1,23.4
2024-09-09,Jaffna,37,0.1,20.5,20.4
2024-09-16,Jaffna,38,0.0,22.9,19.5
2024-09-23,Jaffna,39,0.0,27.1,16.3
2024-09-30,Jaffna,40,0.0,23.2,60.5
2024-10-07,Jaffna,41,0.0,25.7,41.3
2024-10-14,Jaffna,42,2.3,27.5,33.8
2024-10-21,Jaffna,43,0.0,31.2,56.1
2024-10-28,Jaffna,44,0.0,32.0,56.3
2024-11-04,Jaffna,45,12.7,26.4,54.8
2024-11-11,Jaffna,46,3.3,33.3,54.1
2024-11-18,Jaffna,47,16.9,39.9,46.8
2024-11-25,Jaffna,48,32.6,46.7,57.9
2024-12-02,Jaffna,49,25.0,42.4,69.5
2024-12-09,Jaffna,50,27.7,39.3,65.1
2024-12-16,Jaffna,51,34.0,38.7,66.9
2024-12-23,Jaffna,52,32.5,47.2,90.2
2024-12-30,Jaffna,1,29.3,46.2,52.7
2025-01-06,Jaffna,2,37.5,29.3,75.0
2025-01-13,Jaffna,3,25.6,45.7,53.2
2025-01-20,Jaffna,4,30.2,46.6,68.9
2025-01-27,Jaffna,5,23.5,36.6,65.7
2025-02-03,Jaffna,6,27.8,43.5,49.1
2025-02-10,Jaffna,7,28.4,38.4,73.9
2025-02-17,Jaffna,8,29.0,31.2,66.2
2025-02-24,Jaffna,9,31.2,50.5,1.0
2025-03-03,Jaffna,10,17.5,38.0,30.4
2025-03-10,Jaffna,11,4.8,31.6,36.4
2025-03-17,Jaffna,12,11.7,29.6,36.9
2025-03-24,Jaffna,13,30.0,22.9,25.6
2025-03-31,Jaffna,14,12.1,20.1,22.5
2025-04-07,Jaffna,15,26.0,19.4,35.3
2025-04-14,Jaffna,16,14.6,16.2,38.8
2025-04-21,Jaffna,17,12.9,15.0,33.3
2025-04-28,Jaffna,18,34.4,24.1,8.6
2025-05-05,Jaffna,19,12.9,16.0,20.0
2025-05-12,Jaffna,20,5.6,1.2,22.4
2025-05-19,Jaffna,21,20.1,17.1,0.0
2025-05-26,Jaffna,22,21.0,3.7,22.7
2025-06-02,Jaffna,23,14.2,5.5,40.7
2025-06-09,Jaffna,24,31.1,1.0,24.4
2025-06-16,Jaffna,25,30.4,1.4,32.7
2025-06-23,Jaffna,26,46.5,0.0,19.8
2025-06-30,Jaffna,27,49.7,4.1,17.3
2025-07-07,Jaffna,28,48.2,6.3,21.8
2025-07-14,Jaffna,29,38.8,0.0,9.8
2025-07-21,Jaffna,30,39.4,9.8,8.4
2025-07-28,Jaffna,31,32.4,0.0,30.7
2025-08-04,Jaffna,32,19.5,13.4,31.7
2025-08-11,Jaffna,33,36.1,13.9,8.1
2025-08-18,Jaffna,34,30.5,12.2,27.7
2025-08-25,Jaffna,35,9.0,12.4,17.1
2025-09-01,Jaffna,36,6.6,28.3,21.4
2025-09-08,Jaffna,37,2.5,15.4,22.6
2025-09-15,Jaffna,38,0.0,14.8,27.9
2025-09-22,Jaffna,39,0.0,20.9,18.8
2025-09-29,Jaffna,40,0.0,25.7,64.1
2025-10-06,Jaffna,41,0.0,25.5,53.1
2025-10-13,Jaffna,42,0.0,27.3,56.2
2025-10-20,Jaffna,43,0.0,30.4,41.7
2025-10-27,Jaffna,44,9.0,30.3,71.6
2025-11-03,Jaffna,45,0.0,33.4,54.7
2025-11-10,Jaffna,46,22.1,41.4,57.1
2025-11-17,Jaffna,47,20.6,42.3,33.9
2025-11-24,Jaffna,48,28.6,41.1,41.8
2025-12-01,Jaffna,49,16.6,44.6,82.4
2025-12-08,Jaffna,50,25.8,37.5,72.9
2025-12-15,Jaffna,51,27.6,47.2,50.9
2025-12-22,Jaffna,52,40.2,33.2,80.4
2024-01-01,Kalutara,1,30.8,35.9,52.8
2024-01-08,Kalutara,2,33.0,59.1,36.2
2024-01-15,Kalutara,3,40.3,56.9,43.7
2024-01-22,Kalutara,4,19.7,51.0,46.4
2024-01-29,Kalutara,5,23.8,46.4,45.8
2024-02-05,Kalutara,6,21.3,40.6,44.7
2024-02-12,Kalutara,7,24.7,45.7,50.1
2024-02-19,Kalutara,8,33.2,41.3,44.6
2024-02-26,Kalutara,9,21.9,37.3,35.4
2024-03-04,Kalutara,10,23.9,37.3,57.8
2024-03-11,Kalutara,11,32.7,35.5,57.5
2024-03-18,Kalutara,12,27.8,13.5,58.4
2024-03-25,Kalutara,13,21.6,34.9,34.6
2024-04-01,Kalutara,14,30.1,18.3,53.0
2024-04-08,Kalutara,15,35.2,24.8,56.8
2024-04-15,Kalutara,16,31.0,16.6,39.7
2024-04-22,Kalutara,17,31.2,14.8,50.1
2024-04-29,Kalutara,18,36.5,8.7,78.8
2024-05-06,Kalutara,19,34.4,6.9,98.4
2024-05-13,Kalutara,20,31.6,2.3,99.2
2024-05-20,Kalutara,21,42.8,0.0,63.4
2024-05-27,Kalutara,22,32.0,0.0,100.0
2024-06-03,Kalutara,23,44.4,0.0,70.8
2024-06-10,Kalutara,24,60.0,2.9,89.8
2024-06-17,Kalutara,25,48.5,0.0,89.7
2024-06-24,Kalutara,26,68.5,0.0,70.0
2024-07-01,Kalutara,27,70.1,0.0,84.9
2024-07-08,Kalutara,28,74.2,0.0,78.9
2024-07-15,Kalutara,29,82.4,0.0,85.5
2024-07-22,Kalutara,30,72.9,0.0,82.3
2024-07-29,Kalutara,31,65.2,0.0,92.0
2024-08-05,Kalutara,32,60.3,0.0,80.8
2024-08-12,Kalutara,33,51.8,0.0,78.3
2024-08-19,Kalutara,34,42.8,11.3,91.0
2024-08-26,Kalutara,35,38.0,10.7,85.8
2024-09-02,Kalutara,36,33.9,6.6,87.3
2024-09-09,Kalutara,37,18.9,7.9,73.4
2024-09-16,Kalutara,38,22.6,21.5,69.5
2024-09-23,Kalutara,39,13.7,22.8,74.3
2024-09-30,Kalutara,40,11.6,28.6,63.8
2024-10-07,Kalutara,41,7.2,33.3,77.9
2024-10-14,Kalutara,42,1.4,20.2,79.8
2024-10-21,Kalutara,43,3.1,40.3,68.4
2024-10-28,Kalutara,44,19.2,27.3,84.3
2024-11-04,Kalutara,45,23.1,35.1,83.7
2024-11-11,Kalutara,46,38.1,28.0,72.4
2024-11-18,Kalutara,47,31.3,37.1,61.8
2024-11-25,Kalutara,48,24.9,43.0,85.8
2024-12-02,Kalutara,49,31.9,48.4,49.4
2024-12-09,Kalutara,50,54.9,43.9,51.3
2024-12-16,Kalutara,51,27.3,47.9,46.6
2024-12-23,Kalutara,52,36.3,45.8,41.1
2024-12-30,Kalutara,1,25.2,55.0,35.3
2025-01-06,Kalutara,2,29.6,36.1,56.3
2025-01-13,Kalutara,3,18.2,55.4,42.2
2025-01-20,Kalutara,4,34.3,37.5,80.6
2025-01-27,Kalutara,5,26.6,46.3,39.1
2025-02-03,Kalutara,6,43.6,38.2,37.4
2025-02-10,Kalutara,7,21.7,41.8,55.1
2025-02-17,Kalutara,8,25.6,39.6,65.3
2025-02-24,Kalutara,9,24.2,38.4,50.6
2025-03-03,Kalutara,10,41.1,35.7,55.7
2025-03-10,Kalutara,11,31.0,33.6,31.6
2025-03-17,Kalutara,12,26.7,29.1,43.2
2025-03-24,Kalutara,13,32.0,26.5,39.3
2025-03-31,Kalutara,14,22.6,22.9,31.0
2025-04-07,Kalutara,15,28.0,17.4,51.2
2025-04-14,Kalutara,16,27.2,22.5,27.6
2025-04-21,Kalutara,17,35.7,22.7,36.8
2025-04-28,Kalutara,18,29.3,2.5,74.6
2025-05-05,Kalutara,19,20.6,4.7,71.7
2025-05-12,Kalutara,20,34.7,0.0,84.0
2025-05-19,Kalutara,21,33.9,0.0,83.1
2025-05-26,Kalutara,22,36.2,0.0,88.9
2025-06-02,Kalutara,23,54.2,0.0,87.5
2025-06-09,Kalutara,24,70.4,0.0,91.4
2025-06-16,Kalutara,25,59.4,0.0,80.0
2025-06-23,Kalutara,26,68.6,0.0,83.0
2025-06-30,Kalutara,27,79.5,0.0,85.1
2025-07-07,Kalutara,28,74.8,0.0,81.4
2025-07-14,Kalutara,29,60.9,0.0,76.0
2025-07-21,Kalutara,30,75.1,0.0,76.7
2025-07-28,Kalutara,31,62.4,0.0,71.8
2025-08-04,Kalutara,32,50.4,2.0,84.2
2025-08-11,Kalutara,33,47.7,0.0,79.1
2025-08-18,Kalutara,34,48.8,0.0,73.4
2025-08-25,Kalutara,35,35.9,8.5,73.4
2025-09-01,Kalutara,36,22.9,3.7,67.9
2025-09-08,Kalutara,37,24.0,12.5,89.8
2025-09-15,Kalutara,38,22.9,8.6,80.8
2025-09-22,Kalutara,39,22.9,12.4,71.4
2025-09-29,Kalutara,40,22.1,12.6,78.1
2025-10-06,Kalutara,41,14.6,20.1,64.4
2025-10-13,Kalutara,42,20.7,30.6,55.9
2025-10-20,Kalutara,43,0.2,24.2,80.2
2025-10-27,Kalutara,44,11.8,37.2,64.6
2025-11-03,Kalutara,45,18.7,34.5,65.9
2025-11-10,Kalutara,46,25.0,36.7,70.4
2025-11-17,Kalutara,47,19.8,32.4,81.4
2025-11-24,Kalutara,48,37.5,46.1,70.2
2025-12-01,Kalutara,49,49.1,50.3,38.0
2025-12-08,Kalutara,50,37.8,48.8,55.4
2025-12-15,Kalutara,51,22.4,46.7,45.2
2025-12-22,Kalutara,52,26.7,38.2,68.9
2024-01-01,Kandy,1,25.5,44.0,53.3
