retailer_id,sku_id,date,week_of_year,quantity_ordered,quantity_fulfilled,lead_time_days
6724,M009072,2025-08-18,34,17,17,1
6724,M009072,2025-09-01,36,14,14,3
6724,M009072,2025-09-08,37,15,15,2
6724,M009072,2025-09-15,38,16,16,2
6724,M009072,2025-09-22,39,14,14,6
6724,M009072,2025-09-29,40,15,15,1
6724,M009072,2025-10-06,41,14,14,1
6724,M009072,2025-10-13,42,16,16,4
6724,M009072,2025-10-20,43,17,17,1
6724,M009072,2025-11-17,47,16,16,1
6724,M009072,2025-11-24,48,13,13,1
6724,M009072,2025-12-01,49,17,17,1
6724,M009072,2025-12-08,50,13,13,1
6724,M009072,2025-12-22,52,20,20,3
6724,M012665,2024-01-01,1,14,14,3
6724,M012665,2024-01-08,2,16,16,2
6724,M012665,2024-01-15,3,14,14,2
6724,M012665,2024-01-22,4,13,13,10
6724,M012665,2024-01-29,5,18,18,4
6724,M012665,2024-02-05,6,17,17,4
6724,M012665,2024-02-12,7,10,10,11
6724,M012665,2024-02-19,8,15,15,1
6724,M012665,2024-02-26,9,25,25,5
6724,M012665,2024-03-04,10,14,8,4
6724,M012665,2024-03-11,11,17,17,1
6724,M012665,2024-03-18,12,16,16,1
6724,M012665,2024-03-25,13,20,20,3
6724,M012665,2024-04-01,14,17,17,3
6724,M012665,2024-04-08,15,20,20,2
6724,M012665,2024-04-15,16,22,22,2
6724,M012665,2024-04-22,17,17,17,5
6724,M012665,2024-04-29,18,19,19,6
6724,M012665,2024-05-06,19,16,16,4
6724,M012665,2024-05-13,20,16,16,4
6724,M012665,2024-05-20,21,14,14,2
6724,M012665,2024-05-27,22,22,22,12
6724,M012665,2024-06-03,23,10,10,1
6724,M012665,2024-06-10,24,12,12,7
6724,M012665,2024-06-17,25,13,11,4
6724,M012665,2024-06-24,26,13,13,6
6724,M012665,2024-07-01,27,12,12,3
6724,M012665,2024-07-08,28,13,13,5
6724,M012665,2024-07-15,29,15,15,2
6724,M012665,2024-07-22,30,13,13,5
6724,M012665,2024-07-29,31,15,15,4
6724,M012665,2024-08-05,32,13,13,3
6724,M012665,2024-08-12,33,11,10,2
6724,M012665,2024-08-19,34,10,10,3
6724,M012665,2024-08-26,35,16,16,3
6724,M012665,2024-09-02,36,10,10,1
6724,M012665,2024-09-09,37,13,9,3
6724,M012665,2024-09-16,38,10,10,9
6724,M012665,2024-09-23,39,9,9,6
6724,M012665,2024-09-30,40,15,15,8
6724,M012665,2024-10-07,41,11,11,2
6724,M012665,2024-10-14,42,12,12,2
6724,M012665,2024-10-21,43,9,9,3
6724,M012665,2024-10-28,44,12,12,1
6724,M012665,2024-11-04,45,10,10,1
6724,M012665,2024-11-11,46,12,12,3
6724,M012665,2024-11-18,47,10,10,3
6724,M012665,2024-11-25,48,18,18,5
6724,M012665,2024-12-02,49,14,14,3
6724,M012665,2024-12-09,50,12,12,1
6724,M012665,2024-12-16,51,16,16,5
6724,M012665,2024-12-23,52,12,12,1
6724,M012665,2024-12-30,1,19,19,2
6724,M012665,2025-01-06,2,11,11,9
6724,M012665,2025-01-13,3,13,13,1
6724,M012665,2025-01-20,4,11,11,3
6724,M012665,2025-01-27,5,14,14,12
6724,M012665,2025-02-03,6,16,16,1
6724,M012665,2025-02-10,7,10,10,1
6724,M012665,2025-02-17,8,16,16,3
6724,M012665,2025-02-24,9,16,16,1
6724,M012665,2025-03-03,10,13,13,2
6724,M012665,2025-03-10,11,15,15,10
6724,M012665,2025-03-17,12,14,14,3
6724,M012665,2025-03-24,13,14,14,5
6724,M012665,2025-03-31,14,17,17,2
6724,M012665,2025-04-07,15,17,13,2
6724,M012665,2025-04-14,16,12,12,1
6724,M012665,2025-04-21,17,13,13,1
6724,M012665,2025-04-28,18,15,15,5
6724,M012665,2025-05-05,19,10,10,2
6724,M012665,2025-05-12,20,13,13,9
6724,M012665,2025-05-19,21,15,15,5
6724,M012665,2025-05-26,22,17,17,1
6724,M012665,2025-06-02,23,12,12,1
6724,M012665,2025-06-09,24,12,12,6
6724,M012665,2025-06-16,25,9,9,2
6724,M012665,2025-06-23,26,12,10,4
6724,M012665,2025-06-30,27,14,14,1
6724,M012665,2025-07-07,28,6,6,5
6724,M012665,2025-07-14,29,8,8,4
6724,M012665,2025-07-21,30,10,10,3
6724,M012665,2025-07-28,31,12,8,2
6724,M012665,2025-08-04,32,8,8,8
6724,M012665,2025-08-11,33,11,11,1
6724,M012665,2025-08-18,34,7,7,4
6724,M012665,2025-08-25,35,11,11,2
6724,M012665,2025-09-01,36,9,9,6
6724,M012665,2025-09-08,37,7,7,3
6724,M012665,2025-09-15,38,6,6,2
6724,M012665,2025-09-22,39,10,10,2
6724,M012665,2025-09-29,40,14,14,3
6724,M012665,2025-10-06,41,6,6,1
6724,M012665,2025-10-13,42,11,9,6
6724,M012665,2025-10-20,43,9,9,4
6724,M012665,2025-10-27,44,11,11,6
6724,M012665,2025-11-03,45,8,6,1
6724,M012665,2025-11-10,46,9,9,1
6724,M012665,2025-11-17,47,7,7,1
6724,M012665,2025-11-24,48,11,11,5
6724,M012665,2025-12-01,49,9,9,1
6724,M012665,2025-12-08,50,8,8,4
6724,M012665,2025-12-15,51,9,9,8
6724,M012665,2025-12-22,52,10,10,2
6724,M012860,2024-01-08,2,34,34,1
6724,M012860,2024-01-15,3,41,41,3
6724,M012860,2024-01-22,4,49,49,2
6724,M012860,2024-01-29,5,43,43,2
6724,M012860,2024-02-05,6,35,35,3
6724,M012860,2024-02-12,7,51,51,3
6724,M012860,2024-02-26,9,65,65,4
6724,M012860,2024-03-04,10,31,31,4
6724,M012860,2024-03-11,11,43,43,8
6724,M012860,2024-03-18,12,56,38,12
6724,M012860,2024-03-25,13,63,63,2
6724,M012860,2024-04-01,14,59,59,2
6724,M012860,2024-04-08,15,64,64,7
6724,M012860,2024-04-15,16,66,66,1
6724,M012860,2024-04-22,17,34,34,4
6724,M012860,2024-04-29,18,52,52,19
6724,M012860,2024-05-06,19,42,42,7
6724,M012860,2024-05-13,20,49,49,2
6724,M012860,2024-05-20,21,74,74,2
6724,M012860,2024-05-27,22,55,55,2
6724,M012860,2024-06-10,24,42,42,2
6724,M012860,2024-06-24,26,47,47,2
6724,M012860,2024-07-01,27,41,41,1
6724,M012860,2024-07-15,29,36,36,2
6724,M012860,2024-07-22,30,33,33,3
6724,M012860,2024-07-29,31,43,43,3
6724,M012860,2024-08-05,32,39,39,3
6724,M012860,2024-08-12,33,42,42,1
6724,M012860,2024-08-19,34,44,44,6
6724,M012860,2024-08-26,35,52,52,4
6724,M012860,2024-09-02,36,32,32,9
6724,M012860,2024-09-23,39,30,30,1
6724,M012860,2024-10-07,41,24,24,15
6724,M012860,2024-10-14,42,37,37,6
6724,M012860,2024-10-21,43,28,28,1
6724,M012860,2024-10-28,44,48,48,2
6724,M012860,2024-11-04,45,36,36,5
6724,M012860,2024-11-11,46,32,32,1
6724,M012860,2024-11-18,47,20,20,13
6724,M012860,2024-11-25,48,48,48,2
6724,M012860,2024-12-09,50,39,39,4
6724,M012860,2024-12-16,51,50,50,3
6724,M012860,2024-12-23,52,35,35,8
6724,M012860,2024-12-30,1,48,48,1
6724,M012860,2025-01-06,2,38,38,3
6724,M012860,2025-01-13,3,43,43,4
6724,M012860,2025-01-20,4,41,41,3
6724,M012860,2025-02-03,6,39,39,3
6724,M012860,2025-02-10,7,48,48,4
6724,M012860,2025-02-17,8,54,54,3
6724,M012860,2025-02-24,9,58,58,2
6724,M012860,2025-03-03,10,58,58,1
6724,M012860,2025-03-10,11,51,51,1
6724,M012860,2025-03-17,12,41,41,2
6724,M012860,2025-03-24,13,41,41,1
6724,M012860,2025-04-07,15,56,56,3
6724,M012860,2025-04-14,16,48,48,2
6724,M012860,2025-04-21,17,51,51,1
6724,M012860,2025-05-05,19,46,46,2
6724,M012860,2025-05-12,20,56,56,2
6724,M012860,2025-05-19,21,51,51,6
6724,M012860,2025-05-26,22,90,90,28
6724,M012860,2025-06-02,23,46,46,4
6724,M012860,2025-06-09,24,41,41,7
6724,M012860,2025-06-16,25,49,49,2
6724,M012860,2025-06-23,26,39,39,2
6724,M012860,2025-06-30,27,68,68,1
6724,M012860,2025-07-07,28,52,52,5
6724,M012860,2025-07-14,29,56,56,1
6724,M012860,2025-07-21,30,40,40,1
6724,M012860,2025-07-28,31,65,65,2
6724,M012860,2025-08-11,33,41,41,2
6724,M012860,2025-08-18,34,34,26,13
6724,M012860,2025-08-25,35,69,69,1
6724,M012860,2025-09-08,37,24,24,5
6724,M012860,2025-09-22,39,34,34,11
6724,M012860,2025-09-29,40,56,36,4
6724,M012860,2025-10-06,41,29,29,1
6724,M012860,2025-10-13,42,23,23,1
6724,M012860,2025-10-27,44,44,44,4
6724,M012860,2025-11-10,46,30,30,1
6724,M012860,2025-11-17,47,28,28,2
6724,M012860,2025-11-24,48,30,30,2
6724,M012860,2025-12-01,49,33,33,3
6724,M012860,2025-12-15,51,34,34,1
6724,M012860,2025-12-22,52,42,42,1
6724,M009518,2024-01-01,1,27,27,4
6724,M009518,2024-01-08,2,20,20,1
6724,M009518,2024-01-15,3,25,25,1
6724,M009518,2024-01-22,4,22,22,11
6724,M009518,2024-01-29,5,34,34,3
6724,M009518,2024-02-05,6,27,27,6
6724,M009518,2024-02-12,7,20,20,2
6724,M009518,2024-02-19,8,22,22,3
6724,M009518,2024-02-26,9,30,30,4
6724,M009518,2024-03-04,10,23,23,5
6724,M009518,2024-03-11,11,20,20,1
6724,M009518,2024-03-18,12,20,20,1
6724,M009518,2024-03-25,13,36,36,2
6724,M009518,2024-04-01,14,28,24,4
6724,M009518,2024-04-08,15,26,26,3
6724,M009518,2024-04-15,16,27,27,2
6724,M009518,2024-04-22,17,23,23,2
6724,M009518,2024-04-29,18,28,28,4
6724,M009518,2024-05-06,19,21,21,1
6724,M009518,2024-05-13,20,18,18,5
6724,M009518,2024-05-20,21,19,19,1
6724,M009518,2024-05-27,22,25,25,1
6724,M009518,2024-06-03,23,23,23,1
6724,M009518,2024-06-10,24,23,23,3
6724,M009518,2024-06-17,25,25,25,1
6724,M009518,2024-06-24,26,18,18,3
6724,M009518,2024-07-01,27,26,26,5
6724,M009518,2024-07-08,28,22,22,3
6724,M009518,2024-07-15,29,17,17,3
6724,M009518,2024-07-22,30,20,20,6
6724,M009518,2024-07-29,31,24,24,2
6724,M009518,2024-08-05,32,22,22,4
6724,M009518,2024-08-12,33,17,17,19
6724,M009518,2024-08-19,34,20,20,1
6724,M009518,2024-08-26,35,22,22,10
6724,M009518,2024-09-02,36,13,13,2
6724,M009518,2024-09-09,37,12,12,4
6724,M009518,2024-09-16,38,20,20,7
6724,M009518,2024-09-23,39,20,20,1
6724,M009518,2024-09-30,40,29,25,1
6724,M009518,2024-10-07,41,14,14,1
6724,M009518,2024-10-14,42,17,17,1
6724,M009518,2024-10-21,43,13,13,2
6724,M009518,2024-10-28,44,21,21,1
6724,M009518,2024-11-04,45,18,18,4
6724,M009518,2024-11-11,46,20,15,1
6724,M009518,2024-11-18,47,17,17,5
6724,M009518,2024-11-25,48,16,11,3
6724,M009518,2024-12-02,49,18,18,4
6724,M009518,2024-12-09,50,24,24,2
6724,M009518,2024-12-16,51,21,21,1
6724,M009518,2024-12-23,52,17,17,1
6724,M009518,2024-12-30,1,28,28,9
6724,M009518,2025-01-06,2,19,19,7
6724,M009518,2025-01-13,3,21,21,3
6724,M009518,2025-01-20,4,30,30,3
6724,M009518,2025-01-27,5,30,30,1
6724,M009518,2025-02-03,6,21,21,7
6724,M009518,2025-02-10,7,27,27,2
6724,M009518,2025-02-17,8,20,10,2
6724,M009518,2025-02-24,9,20,20,4
6724,M009518,2025-03-03,10,26,26,10
6724,M009518,2025-03-10,11,19,19,2
6724,M009518,2025-03-17,12,20,20,3
6724,M009518,2025-03-24,13,24,22,3
6724,M009518,2025-03-31,14,33,33,1
6724,M009518,2025-04-07,15,29,29,2
6724,M009518,2025-04-14,16,36,36,8
6724,M009518,2025-04-21,17,21,21,1
6724,M009518,2025-04-28,18,30,30,2
6724,M009518,2025-05-05,19,21,21,1
6724,M009518,2025-05-12,20,28,18,1
6724,M009518,2025-05-19,21,21,21,2
6724,M009518,2025-05-26,22,24,24,1
6724,M009518,2025-06-02,23,23,23,3
6724,M009518,2025-06-09,24,26,26,6
6724,M009518,2025-06-16,25,16,16,1
6724,M009518,2025-06-23,26,20,20,4
6724,M009518,2025-06-30,27,23,23,2
6724,M009518,2025-07-07,28,22,22,2
6724,M009518,2025-07-14,29,21,12,6
6724,M009518,2025-07-21,30,16,16,1
6724,M009518,2025-07-28,31,24,13,1
6724,M009518,2025-08-04,32,18,18,5
6724,M009518,2025-08-11,33,22,22,4
6724,M009518,2025-08-18,34,18,18,3
6724,M009518,2025-08-25,35,16,16,3
6724,M009518,2025-09-01,36,17,17,13
6724,M009518,2025-09-08,37,19,19,3
6724,M009518,2025-09-15,38,10,10,4
6724,M009518,2025-09-22,39,16,16,3
6724,M009518,2025-09-29,40,21,21,7
6724,M009518,2025-10-06,41,16,16,4
6724,M009518,2025-10-13,42,16,16,7
6724,M009518,2025-10-20,43,16,11,4
6724,M009518,2025-10-27,44,22,22,1
6724,M009518,2025-11-03,45,15,15,4
6724,M009518,2025-11-10,46,16,16,1
6724,M009518,2025-11-17,47,14,14,4
6724,M009518,2025-11-24,48,16,16,3
6724,M009518,2025-12-01,49,22,22,2
6724,M009518,2025-12-08,50,20,20,1
6724,M009518,2025-12-15,51,17,17,4
6724,M009518,2025-12-22,52,17,17,6
6724,M009542,2024-01-01,1,52,52,1
6724,M009542,2024-01-08,2,31,31,3
6724,M009542,2024-01-15,3,43,43,2
6724,M009542,2024-01-22,4,47,47,1
6724,M009542,2024-01-29,5,55,55,1
6724,M009542,2024-02-05,6,40,40,3
6724,M009542,2024-02-12,7,49,32,7
6724,M009542,2024-02-19,8,39,34,1
6724,M009542,2024-02-26,9,66,66,2
6724,M009542,2024-03-04,10,43,43,5
6724,M009542,2024-03-11,11,44,44,5
6724,M009542,2024-03-18,12,34,34,1
6724,M009542,2024-03-25,13,63,63,2
6724,M009542,2024-04-01,14,44,44,2
6724,M009542,2024-04-08,15,52,52,2
6724,M009542,2024-04-15,16,60,60,1
6724,M009542,2024-04-22,17,32,32,4
6724,M009542,2024-04-29,18,61,61,10
6724,M009542,2024-05-06,19,46,38,2
6724,M009542,2024-05-13,20,52,52,1
6724,M009542,2024-05-20,21,61,33,4
6724,M009542,2024-05-27,22,49,49,5
6724,M009542,2024-06-03,23,43,43,3
6724,M009542,2024-06-10,24,41,41,1
6724,M009542,2024-06-17,25,35,35,8
6724,M009542,2024-06-24,26,49,49,4
6724,M009542,2024-07-01,27,48,48,1
6724,M009542,2024-07-08,28,43,43,1
6724,M009542,2024-07-15,29,38,38,6
6724,M009542,2024-07-22,30,31,31,6
6724,M009542,2024-07-29,31,53,53,1
6724,M009542,2024-08-12,33,43,43,3
6724,M009542,2024-08-19,34,33,33,1
6724,M009542,2024-08-26,35,39,39,3
6724,M009542,2024-09-02,36,31,31,5
6724,M009542,2024-09-09,37,31,31,4
6724,M009542,2024-09-16,38,26,26,2
6724,M009542,2024-09-23,39,33,33,1
6724,M009542,2024-09-30,40,44,44,2
6724,M009542,2024-10-07,41,27,27,4
6724,M009542,2024-10-14,42,21,21,1
6724,M009542,2024-10-21,43,26,26,4
6724,M009542,2024-11-04,45,31,31,1
6724,M009542,2024-11-11,46,33,33,3
6724,M009542,2024-11-18,47,33,33,6
6724,M009542,2024-11-25,48,54,54,2
6724,M009542,2024-12-02,49,40,40,1
6724,M009542,2024-12-09,50,32,32,1
6724,M009542,2024-12-16,51,36,36,1
6724,M009542,2024-12-23,52,31,31,4
6724,M009542,2024-12-30,1,59,59,1
6724,M009542,2025-01-06,2,41,41,4
6724,M009542,2025-01-13,3,37,37,2
6724,M009542,2025-01-20,4,35,35,8
6724,M009542,2025-01-27,5,64,64,7
6724,M009542,2025-02-03,6,31,31,1
6724,M009542,2025-02-10,7,38,38,2
6724,M009542,2025-02-17,8,39,39,1
6724,M009542,2025-02-24,9,30,30,4
6724,M009542,2025-03-03,10,40,40,2
6724,M009542,2025-03-10,11,35,35,1
6724,M009542,2025-03-17,12,46,33,2
6724,M009542,2025-03-24,13,41,41,11
6724,M009542,2025-03-31,14,53,53,10
6724,M009542,2025-04-07,15,42,42,3
6724,M009542,2025-04-14,16,53,53,2
6724,M009542,2025-04-21,17,35,27,2
6724,M009542,2025-04-28,18,54,54,1
6724,M009542,2025-05-05,19,43,43,4
6724,M009542,2025-05-12,20,57,57,1
6724,M009542,2025-05-19,21,59,59,1
6724,M009542,2025-05-26,22,54,54,4
6724,M009542,2025-06-02,23,43,27,1
6724,M009542,2025-06-09,24,45,45,4
6724,M009542,2025-06-16,25,34,34,4
6724,M009542,2025-06-23,26,40,40,3
6724,M009542,2025-06-30,27,53,53,1
6724,M009542,2025-07-07,28,34,34,14
6724,M009542,2025-07-14,29,32,32,7
6724,M009542,2025-07-21,30,41,41,4
6724,M009542,2025-07-28,31,43,43,3
6724,M009542,2025-08-04,32,32,32,12
6724,M009542,2025-08-11,33,30,22,4
6724,M009542,2025-08-18,34,26,26,2
6724,M009542,2025-08-25,35,48,48,2
6724,M009542,2025-09-01,36,28,28,1
6724,M009542,2025-09-08,37,28,28,1
6724,M009542,2025-09-15,38,28,28,4
6724,M009542,2025-09-22,39,23,23,3
6724,M009542,2025-09-29,40,24,24,2
6724,M009542,2025-10-06,41,26,26,3
6724,M009542,2025-10-13,42,27,27,1
6724,M009542,2025-10-20,43,33,33,10
6724,M009542,2025-10-27,44,44,44,3
6724,M009542,2025-11-03,45,33,33,1
6724,M009542,2025-11-10,46,24,24,12
6724,M009542,2025-11-17,47,36,36,1
6724,M009542,2025-11-24,48,32,32,1
6724,M009542,2025-12-01,49,30,30,6
6724,M009542,2025-12-08,50,29,27,4
6724,M009542,2025-12-15,51,28,22,1
6724,M009542,2025-12-22,52,33,33,1
6724,M013086,2024-01-01,1,147,119,1
6724,M013086,2024-01-15,3,138,138,3
6724,M013086,2024-01-29,5,205,205,21
6724,M013086,2024-02-05,6,147,147,3
6724,M013086,2024-02-26,9,254,254,1
6724,M013086,2024-03-18,12,147,147,2
6724,M013086,2024-04-01,14,153,153,1
6724,M013086,2024-04-22,17,167,167,1
6724,M013086,2024-04-29,18,207,207,3
6724,M013086,2024-05-13,20,143,143,9
6724,M013086,2024-05-20,21,166,166,5
6724,M013086,2024-05-27,22,173,173,1
6724,M013086,2024-06-03,23,137,137,1
6724,M013086,2024-06-10,24,155,155,2
6724,M013086,2024-06-24,26,115,115,1
6724,M013086,2024-07-01,27,170,170,1
6724,M013086,2024-07-08,28,110,62,3
6724,M013086,2024-07-15,29,101,101,1
6724,M013086,2024-07-22,30,101,101,1
6724,M013086,2024-08-05,32,93,93,6
6724,M013086,2024-08-12,33,114,114,1
6724,M013086,2024-08-19,34,77,77,1
6724,M013086,2024-08-26,35,127,127,3
6724,M013086,2024-09-02,36,94,94,9
6724,M013086,2024-09-09,37,85,85,13
6724,M013086,2024-09-16,38,80,80,13
6724,M013086,2024-09-23,39,118,118,1
6724,M013086,2024-09-30,40,114,114,9
6724,M013086,2024-10-07,41,68,68,1
6724,M013086,2024-10-14,42,100,100,2
6724,M013086,2024-10-21,43,104,92,4
6724,M013086,2024-10-28,44,138,138,1
6724,M013086,2024-11-04,45,93,93,1
6724,M013086,2024-11-18,47,94,94,2
6724,M013086,2024-11-25,48,242,242,2
6724,M013086,2024-12-02,49,116,116,8
6724,M013086,2024-12-09,50,142,142,3
6724,M013086,2024-12-16,51,146,146,2
6724,M013086,2024-12-23,52,118,118,7
6724,M013086,2025-01-13,3,118,118,1
6724,M013086,2025-01-20,4,98,98,1
6724,M013086,2025-01-27,5,206,206,3
6724,M013086,2025-02-03,6,127,127,1
6724,M013086,2025-02-17,8,132,132,1
6724,M013086,2025-02-24,9,112,112,7
6724,M013086,2025-03-03,10,134,134,7
6724,M013086,2025-03-10,11,115,115,5
6724,M013086,2025-03-17,12,114,95,4
6724,M013086,2025-03-24,13,168,168,2
6724,M013086,2025-03-31,14,171,157,1
6724,M013086,2025-04-07,15,186,186,2
6724,M013086,2025-04-14,16,128,128,3
6724,M013086,2025-04-21,17,120,120,3
6724,M013086,2025-04-28,18,123,123,1
6724,M013086,2025-05-05,19,110,110,15
6724,M013086,2025-05-12,20,175,175,2
6724,M013086,2025-05-19,21,110,110,1
6724,M013086,2025-05-26,22,121,108,8
6724,M013086,2025-06-02,23,135,135,1
6724,M013086,2025-06-09,24,87,66,3
6724,M013086,2025-06-16,25,125,125,10
6724,M013086,2025-06-23,26,111,111,6
6724,M013086,2025-06-30,27,138,138,1
6724,M013086,2025-07-21,30,103,103,5
6724,M013086,2025-08-04,32,83,83,4
6724,M013086,2025-08-11,33,86,86,3
6724,M013086,2025-08-25,35,87,87,1
6724,M013086,2025-09-01,36,83,83,5
6724,M013086,2025-09-15,38,71,71,5
6724,M013086,2025-09-22,39,68,68,1
6724,M013086,2025-09-29,40,96,96,1
6724,M013086,2025-10-06,41,86,86,6
6724,M013086,2025-10-13,42,78,78,5
6724,M013086,2025-10-20,43,77,77,5
6724,M013086,2025-11-03,45,93,93,1
6724,M013086,2025-11-10,46,93,93,4
6724,M013086,2025-11-17,47,80,80,1
6724,M013086,2025-11-24,48,95,95,1
6724,M013086,2025-12-01,49,77,77,8
6724,M013086,2025-12-08,50,95,77,1
6724,M013086,2025-12-15,51,89,89,3
6724,M010075,2024-01-01,1,94,94,2
6724,M010075,2024-01-08,2,80,80,1
6724,M010075,2024-01-15,3,102,102,2
6724,M010075,2024-01-22,4,77,77,1
6724,M010075,2024-01-29,5,146,146,6
6724,M010075,2024-02-05,6,97,97,3
6724,M010075,2024-02-12,7,111,81,1
6724,M010075,2024-02-19,8,90,90,10
6724,M010075,2024-03-04,10,120,120,1
6724,M010075,2024-03-18,12,102,102,9
6724,M010075,2024-03-25,13,143,115,2
6724,M010075,2024-04-01,14,79,79,1
6724,M010075,2024-04-08,15,113,113,2
6724,M010075,2024-04-15,16,100,100,3
6724,M010075,2024-04-22,17,72,72,2
6724,M010075,2024-04-29,18,120,120,1
6724,M010075,2024-05-06,19,80,80,2
6724,M010075,2024-05-13,20,100,100,1
6724,M010075,2024-05-20,21,101,101,3
6724,M010075,2024-05-27,22,107,107,1
6724,M010075,2024-06-03,23,78,78,4
6724,M010075,2024-06-17,25,73,73,1
6724,M010075,2024-06-24,26,90,90,1
6724,M010075,2024-07-01,27,65,65,1
6724,M010075,2024-07-08,28,108,108,3
6724,M010075,2024-07-15,29,76,76,1
6724,M010075,2024-07-22,30,69,69,1
6724,M010075,2024-07-29,31,98,98,3
6724,M010075,2024-08-05,32,68,68,1
6724,M010075,2024-08-26,35,89,89,2
6724,M010075,2024-09-02,36,62,43,2
6724,M010075,2024-09-09,37,72,72,1
6724,M010075,2024-09-16,38,100,78,1
6724,M010075,2024-09-23,39,66,66,4
6724,M010075,2024-09-30,40,79,79,1
6724,M010075,2024-10-07,41,70,70,7
6724,M010075,2024-10-14,42,76,76,5
6724,M010075,2024-10-21,43,71,71,3
6724,M010075,2024-10-28,44,80,80,1
6724,M010075,2024-11-04,45,97,97,2
6724,M010075,2024-11-11,46,72,72,5
6724,M010075,2024-11-18,47,75,75,2
6724,M010075,2024-11-25,48,104,104,1
6724,M010075,2024-12-02,49,88,88,3
6724,M010075,2024-12-09,50,63,63,1
6724,M010075,2024-12-16,51,87,87,4
6724,M010075,2024-12-23,52,85,85,9
6724,M010075,2024-12-30,1,160,160,1
6724,M010075,2025-01-06,2,110,110,6
6724,M010075,2025-01-20,4,109,109,3
6724,M010075,2025-02-03,6,97,97,1
6724,M010075,2025-02-10,7,123,123,2
6724,M010075,2025-02-17,8,111,111,8
6724,M010075,2025-02-24,9,78,78,5
6724,M010075,2025-03-10,11,99,99,2
6724,M010075,2025-03-17,12,113,113,1
6724,M010075,2025-03-24,13,106,106,8
6724,M010075,2025-04-07,15,98,98,1
6724,M010075,2025-04-28,18,147,147,2
6724,M010075,2025-05-05,19,71,71,2
6724,M010075,2025-05-12,20,124,124,3
6724,M010075,2025-05-19,21,94,80,3
6724,M010075,2025-05-26,22,106,106,6
6724,M010075,2025-06-02,23,71,71,11
6724,M010075,2025-06-09,24,98,98,4
6724,M010075,2025-06-16,25,75,75,3
6724,M010075,2025-06-23,26,90,90,2
6724,M010075,2025-07-07,28,88,88,3
6724,M010075,2025-07-14,29,79,79,3
6724,M010075,2025-07-21,30,81,81,2
6724,M010075,2025-08-04,32,92,53,2
6724,M010075,2025-08-11,33,86,86,3
6724,M010075,2025-08-18,34,89,71,3
6724,M010075,2025-08-25,35,105,105,2
6724,M010075,2025-09-01,36,74,74,2
6724,M010075,2025-09-08,37,98,98,2
6724,M010075,2025-09-22,39,73,73,1
6724,M010075,2025-09-29,40,140,140,1
6724,M010075,2025-10-06,41,83,83,2
6724,M010075,2025-10-13,42,76,76,1
6724,M010075,2025-10-20,43,93,93,5
6724,M010075,2025-10-27,44,123,78,4
6724,M010075,2025-11-03,45,96,96,4
6724,M010075,2025-11-10,46,73,73,1
6724,M010075,2025-12-01,49,126,126,1
6724,M010075,2025-12-08,50,111,111,6
6724,M010075,2025-12-15,51,115,103,1
6724,M010075,2025-12-22,52,133,133,2
6724,M009630,2024-01-01,1,17,17,5
6724,M009630,2024-01-08,2,24,24,5
6724,M009630,2024-01-15,3,26,26,5
6724,M009630,2024-01-22,4,22,22,1
6724,M009630,2024-01-29,5,24,22,8
6724,M009630,2024-02-05,6,17,17,1
6724,M009630,2024-02-12,7,19,19,3
6724,M009630,2024-02-19,8,24,24,2
6724,M009630,2024-02-26,9,27,25,9
6724,M009630,2024-03-04,10,27,27,2
6724,M009630,2024-03-11,11,26,26,1
6724,M009630,2024-03-18,12,29,29,4
6724,M009630,2024-03-25,13,30,18,1
6724,M009630,2024-04-01,14,27,27,4
6724,M009630,2024-04-08,15,35,35,14
6724,M009630,2024-04-15,16,22,22,1
6724,M009630,2024-04-22,17,24,13,2
6724,M009630,2024-04-29,18,30,30,4
6724,M009630,2024-05-06,19,25,25,3
6724,M009630,2024-05-13,20,19,19,2
6724,M009630,2024-05-20,21,22,22,6
6724,M009630,2024-05-27,22,31,31,1
6724,M009630,2024-06-03,23,27,27,6
6724,M009630,2024-06-10,24,19,17,5
6724,M009630,2024-06-17,25,28,28,1
6724,M009630,2024-06-24,26,22,22,1
6724,M009630,2024-07-01,27,17,17,5
6724,M009630,2024-07-08,28,21,21,2
6724,M009630,2024-07-15,29,21,21,5
6724,M009630,2024-07-22,30,19,16,5
6724,M009630,2024-07-29,31,20,20,4
6724,M009630,2024-08-05,32,18,18,1
6724,M009630,2024-08-12,33,19,19,1
6724,M009630,2024-08-19,34,18,18,2
6724,M009630,2024-08-26,35,23,23,1
6724,M009630,2024-09-02,36,20,20,4
6724,M009630,2024-09-09,37,20,20,2
6724,M009630,2024-09-16,38,19,19,2
6724,M009630,2024-09-23,39,17,17,2
6724,M009630,2024-09-30,40,31,31,9
6724,M009630,2024-10-07,41,17,17,5
6724,M009630,2024-10-14,42,18,18,1
6724,M009630,2024-10-21,43,21,21,1
6724,M009630,2024-10-28,44,25,25,2
6724,M009630,2024-11-04,45,19,19,3
6724,M009630,2024-11-11,46,20,20,1
6724,M009630,2024-11-18,47,19,19,2
6724,M009630,2024-11-25,48,34,34,4
6724,M009630,2024-12-02,49,21,21,2
6724,M009630,2024-12-09,50,13,13,12
6724,M009630,2024-12-16,51,22,22,3
6724,M009630,2024-12-23,52,20,20,2
6724,M009630,2024-12-30,1,43,43,5
6724,M009630,2025-01-06,2,28,28,2
6724,M009630,2025-01-13,3,20,20,1
